Title	Author	Description	Published At	URL
Provincial election speculation ramps up as Houston, Churchill accuse each other of lying		With speculation of an early provincial election call mounting, Liberal Leader Zach Churchill and Premier Tim Houston both suggested on Thursday that the other was a liar looking to mislead the public in the pursuit of votes.	2024-10-18T13:43:19Z	https://www.cbc.ca/news/canada/nova-scotia/tim-houston-zach-churchill-carbon-tax-election-politics-1.7355818
Winnipeg Liberal cabinet minister Dan Vandal cites age, years as service as rationale not to seek re-election		Dan Vandal says his decision not to seek a fourth term as MP for Saint Boniface-Saint Vital is due to a desire to move on from politics after 26 years of public service rather than the dim electoral prospects for the unpopular federal Liberal Party.	2024-10-18T10:00:00Z	https://www.cbc.ca/news/canada/manitoba/dan-vandal-resignation-1.7355670
Andy Fillmore projected to win Halifax's mayoral race		Former Liberal MP Andy Fillmore will be the next mayor of Halifax, CBC News projects, fending off challenges from his nearest rivals in today’s municipal election that featured a crowded field of candidates.	2024-10-19T23:31:25Z	https://www.cbc.ca/news/canada/nova-scotia/halifax-new-mayor-2024-municipal-election-results-1.7351896
India’s alleged interference in Canada was ‘a horrific mistake,’ Trudeau says	Reuters	Canadian Prime Minister Justin Trudeau said Wednesday that India had made “a horrific mistake” by allegedly interfering in Canada’s sovereignty.	2024-10-17T07:26:13Z	https://www.nbcnews.com/news/world/indias-alleged-interference-canada-was-horrific-mistake-trudeau-says-rcna175863
Liberal backbencher calls on Justin Trudeau to resign as Liberal leader		A Liberal backbencher is publicly calling on Prime Minister Justin Trudeau to step down as party leader as other MPs co-ordinate their efforts to force him out.	2024-10-15T21:00:00Z	https://www.cbc.ca/news/politics/liberal-mp-calls-on-trudeau-to-step-down-1.7352711
Five key takeaways from Prime Minister Justin Trudeau's testimony on foreign interference		Prime Minister Justin Trudeau testified at the public inquiry into foreign interference on Wednesday, shedding new light on what he knew about foreign attempts to meddle in Canadian politics and what led to his explosive claim in the House of Commons that Ind…	2024-10-16T23:32:46Z	https://www.cbc.ca/news/politics/trudeau-foreign-interference-1.7354252
Trudeau to testify as foreign interference inquiry wraps latest phase of its work		Prime Minister Justin Trudeau is slated to testify today as a federal inquiry into foreign interference finishes the latest phase of its work.	2024-10-16T11:26:52Z	https://www.cbc.ca/news/politics/trudeau-testify-foreign-interference-inquiry-1.7353342
Conservative MP Michael Chong calls PM's foreign interference testimony 'highly irresponsible'		"Conservative MP Michael Chong has accused Prime Minister Justin Trudeau of using his testimony on foreign interference as a ""smear platform"" targeting the Official Opposition."	2024-10-17T21:56:16Z	https://www.cbc.ca/news/politics/chong-trudeau-testimony-foreign-interference-1.7355391
4 more Trudeau cabinet ministers won't seek re-election: sources		Four more federal cabinet ministers will not run for re-election, Radio-Canada has learned, meaning Prime Minister Justin Trudeau will reshuffle his cabinet at a time when his leadership is increasingly fragile.	2024-10-17T14:50:03Z	https://www.cbc.ca/news/politics/trudeau-cabinet-ministers-1.7354626
RCMP made India allegations public to disrupt criminal activities, Trudeau tells inquiry		"Prime Minister Justin Trudeau says the decision to publicize the allegation that agents of the Indian government have played a role in ""widespread violence"" in Canada was made to disrupt such activities."	2024-10-16T17:28:56Z	https://www.cbc.ca/news/politics/trudeau-india-allegations-foreign-interference-inquiry-1.7353738
India denies working with mobsters to target Sikh separatists on Canadian soil		India's government on Thursday denied it was working with mobsters to target Sikh separatists in Canada as alleged publicly this week by Canadian officials in an escalating diplomatic dispute.	2024-10-17T16:51:27Z	https://www.cbc.ca/news/politics/india-denies-canadas-allegation-it-has-worked-with-mobsters-1.7354861
Canada sought to avoid diplomatic brawl with India over RCMP probe, source says		Canada attempted over the past week to avoid the kind of tit-for-tat diplomatic conflict it now finds itself engaged in with India, a senior government source told CBC News.	2024-10-15T19:56:57Z	https://www.cbc.ca/news/politics/canada-india-dispute-diplomatic-expulsion-lead-up-1.7352626
Even with new powers, CSIS says there are limits on its ability to name names		Canada's spy agency says that while it can brief more Canadians than ever before on sensitive information, it still can't share personal information — or name names — if the person receiving the briefing doesn't have the proper clearance.	2024-10-17T23:45:01Z	https://www.cbc.ca/news/politics/csis-poilievre-trudeau-briefings-foreign-interference-1.7355496
Co-operating with Canada the 'right next step,' U.K. says after latest India allegations		The British government says India should co-operate with Canada's investigation into accusations that its government has been involved in an escalating number of violent crimes in Canada.	2024-10-16T13:12:12Z	https://www.cbc.ca/news/politics/cooperation-india-canada-allegations-1.7353407
Public safety committee calls for emergency meeting on RCMP allegations against India		"Members of the federal standing committee on public safety and national security are requesting an emergency meeting to discuss ""steps that could be taken by the government to protect Canadians and our country."""	2024-10-16T15:01:20Z	https://www.cbc.ca/news/politics/public-safety-security-committee-emergency-meeting-request-india-1.7353466
Sikh groups in B.C. call for Indian consulates to be shut down in Vancouver, Toronto		The calls come after the Canadian government expelled six Indian diplomats, including the high commissioner, and the RCMP announced on Monday it had evidence of their alleged involvement in crimes including homicide and extortion targeting the so-called Khali…	2024-10-15T23:52:50Z	https://www.cbc.ca/news/canada/british-columbia/pro-khalistan-groups-indian-consulate-1.7353156
Top Mountie urges Sikh community to come forward as RCMP pushes ahead on India probe		The head of the RCMP is urging members of the Sikh community to report instances of abuse as police continue to investigate allegations linking the Indian government to a campaign of violence on Canadian soil.	2024-10-15T17:33:27Z	https://www.cbc.ca/news/politics/india-violence-alelgations-rcmp-1.7352396
Canada's accusations, tit-for-tat diplomat expulsions lead India headlines		As Canada's decision to expel New Delhi's top envoy and five other diplomats makes front page news in India, International Trade Minister Mary Ng is trying to reassure Canadian businesses with ties to the country.	2024-10-15T12:21:45Z	https://www.cbc.ca/news/politics/canada-spat-criminal-india-newspapers-1.7352229
Canada's accusations, tit-for-tat diplomat expulsions lead India headlines		Canada's decision to expel New Delhi's top envoy and five other diplomats is front-page news in India, as an analyst wonders how other countries will respond.	2024-10-15T12:21:45Z	https://www.cbc.ca/news/politics/canada-spat-over-criminal-allegations-leads-india-newspapers-1.7352229
Canada expels top India diplomats, links them to murder of Sikh leader	Reuters	Canada expelled six Indian diplomats, including the high commissioner, on Monday, linking them to the murder of a Sikh separatist leader and alleging a broader effort to target Indian dissidents in Canada.	2024-10-15T00:44:10Z	https://www.nbcnews.com/news/world/canada-expels-top-india-diplomats-links-murder-sikh-leader-rcna175414
Canada-India tensions weigh on members of Winnipeg's Sikh community		Diplomatic tensions between Canada and India have increased as police in Canada investigate what they allege is the involvement of agents of the Indian government in violence in Canada	2024-10-17T10:00:00Z	https://www.cbc.ca/news/canada/manitoba/canada-india-tensions-sukhdool-singh-gill-homicide-1.7354250
Canada-India ties could take a long time to recover	Associated Press	India and Canada have expelled each other's top diplomats over the 2023 assassination of Sikh activist Hardeep Singh Nijjar and allegations of other crimes.	2024-10-15T19:59:17Z	https://www.foxnews.com/world/canada-india-ties-take-long-time-recover
Canada to reduce immigration as Trudeau acknowledges his policy failed...	ap news		2024-10-24T19:00:06Z	https://apnews.com/article/canada-immigration-reduction-trudeau-dabd4a6248929285f90a5e95aeb06763
